chapter	pdf_pages	section	source_kind	material_type	german	canonical_german	editorial_decision	editorial_note	editorial_references	decision	existing_deck_ids	existing_source_texts	proposed_target_deck_id	review_flags	source_note
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Fernseher	der Fernseher	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	die Lampe	die Lampe	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Möbel und Geräte	Lernwortschatz	phrase	der Kamin	der Kamin	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Reihenhaus	das Reihenhaus	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Bauernhaus	das Bauernhaus	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Loft	das Loft	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Hochhaus	das Hochhaus	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Mehrfamilienhaus	das Mehrfamilienhaus	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Wohnformen	Lernwortschatz	phrase	das Studentenwohnheim	das Studentenwohnheim	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Präpositionen	Lernwortschatz	word	in	in	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Präpositionen	Lernwortschatz	word	auf	auf	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Präpositionen	Lernwortschatz	word	hinter	hinter	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Präpositionen	Lernwortschatz	word	durch	durch	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Präpositionen	Lernwortschatz	word	über	über	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri		
3	61	Umgebung	Lernwortschatz	phrase	der Park	der Park	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	der Spielplatz	der Spielplatz	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	die Straße	die Straße	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	die Ecke	die Ecke	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	das Café	das Café	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	der Supermarkt	der Supermarkt	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 121.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	die Bäckerei	die Bäckerei	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	die Post	die Post	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	der Fluss	der Fluss	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	REPEATED_IN_BOOK	
3	61	Umgebung	Lernwortschatz	phrase	der Markt	der Markt	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	das Gebäude	das Gebäude	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	die Nachbarschaft	die Nachbarschaft	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Umgebung	Lernwortschatz	phrase	das Viertel	das Viertel	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan		
3	61	Sonstige Verben	Lernwortschatz	word	sehen	sehen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	lesen	lesen	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 97.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	lesen	de-id-a1-kata-rumah-diri	REPEATED_IN_BOOK|NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	treffen	treffen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	REPEATED_IN_BOOK|NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	finden	finden	KEEP_EXISTING	Bentuk Jerman dan kategori telah tersedia; bandingkan arti Indonesia saat implementasi, jangan menambah kartu baru.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	finden	de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	kennen	kennen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	bringen	bringen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	sein	sein	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	word	haben	haben	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_EXISTING_DECK			de-id-a1-kata-rumah-diri	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
3	61	Sonstige Verben	Lernwortschatz	phrase	hängen (Bewegung)	hängen	REVIEW_USAGE	Jangan jadikan label “(Bewegung)” sebagai kartu. Bedakan hängen sebagai verba transitif “menggantungkan” dan hängen sebagai keadaan “tergantung” melalui contoh.	Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-frasa-rumah-lingkungan	NEEDS_EDITORIAL_REVIEW	Sumber menulis hängen (Bewegung); bentuk transitif/posisi perlu diverifikasi pada tahap editorial
4	95	Familie	Lernwortschatz	phrase	die Familie	die Familie	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Familie	Lernwortschatz	phrase	die Eltern	die Eltern	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	der Vater	der Vater	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Familie	Lernwortschatz	phrase	die Mutter	die Mutter	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Familie	Lernwortschatz	phrase	der Sohn	der Sohn	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Tochter	die Tochter	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	der Bruder	der Bruder	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Schwester	die Schwester	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Familie	Lernwortschatz	phrase	der Onkel	der Onkel	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Tante	die Tante	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	der Cousin	der Cousin	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Cousine	die Cousine	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	der Opa	der Opa	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Oma	die Oma	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	das Baby	das Baby	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Zwillinge	die Zwillinge	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	das Kind	das Kind	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Familie	Lernwortschatz	phrase	die Geschwister	die Geschwister	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	word	spielen	spielen	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 99.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	spielen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	phrase	Musik hören	Musik hören	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	tanzen	tanzen	KEEP_EXISTING	Bentuk Jerman dan kategori telah tersedia; bandingkan arti Indonesia saat implementasi, jangan menambah kartu baru.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	tanzen	de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	singen	singen	KEEP_EXISTING	Bentuk Jerman dan kategori telah tersedia; bandingkan arti Indonesia saat implementasi, jangan menambah kartu baru.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	singen	de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	phrase	Filme sehen	Filme sehen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	phrase	Fotos machen	Fotos machen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	word	telefonieren	telefonieren	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 101.	Goethe A1 Wortliste; Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	phrase	spazieren gehen	spazieren gehen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	phrase	Picknick machen	Picknick machen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	word	wandern	wandern	KEEP_EXISTING	Bentuk Jerman dan kategori telah tersedia; bandingkan arti Indonesia saat implementasi, jangan menambah kartu baru.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	wandern	de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	klettern	klettern	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	feiern	feiern	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 104.	Goethe A1 Wortliste; Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	kochen	kochen	KEEP_EXISTING	Bentuk Jerman dan kategori telah tersedia; bandingkan arti Indonesia saat implementasi, jangan menambah kartu baru.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-profesi	kochen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	grillen	grillen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	phrase	Ski fahren	Ski fahren	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	phrase	Schlittschuh laufen	Schlittschuh laufen	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	phrase	Fahrrad fahren	Fahrrad fahren	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
4	95	Aktivitäten	Lernwortschatz	word	helfen	helfen	KEEP_EXISTING	Bentuk Jerman dan kategori telah tersedia; bandingkan arti Indonesia saat implementasi, jangan menambah kartu baru.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	helfen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	lernen	lernen	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 96.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	lernen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	reisen	reisen	REVIEW_EXISTING_VARIANT	Bandingkan bentuk dan fungsi dengan materi katalog yang ditemukan; gabungkan jika maknanya sama.	Goethe A1 Wortliste; Duden/DWDS	HEADWORD_OR_VARIANT_MATCH	de-id-a1-kata-transportasi-layanan	die Reise, die Reisen	de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	essen	essen	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 94.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-inti	essen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	treffen	treffen	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 205.	Goethe A1 Wortliste; Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Aktivitäten	Lernwortschatz	word	reden	reden	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	lächeln	lächeln	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	posten	posten	VERIFY_BEFORE_ADD		Goethe A1 Wortliste; Duden/DWDS	ADD_TO_NEW_DECK			de-id-a1-kata-identitaet-familie		
4	95	Aktivitäten	Lernwortschatz	word	besuchen	besuchen	MERGE_BOOK_DUPLICATE	Gabungkan dengan rekaman sumber pertama baris data 102.	Goethe A1 Wortliste; Duden/DWDS	EXACT_SOURCE_MATCH	de-id-a1-kata-hobi	besuchen	de-id-a1-kata-identitaet-familie	REPEATED_IN_BOOK	
4	95	Freunde	Lernwortschatz	phrase	der Freund	der Freund	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Freunde	Lernwortschatz	phrase	die Freundin	die Freundin	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang	REPEATED_IN_BOOK	
4	95	Freunde	Lernwortschatz	phrase	die beste Freundin	die beste Freundin	RECLASSIFY_AS_WORD	Nomina berartikel salah terklasifikasi sebagai frasa akibat heuristik inventaris; perlakukan sebagai kata dan tambahkan jamak jika relevan.	Goethe A1 Wortliste; Deutsche Welle Nicos Weg A1	ADD_TO_NEW_DECK			de-id-a1-frasa-keluarga-orang		
